APPL, 0.00, 2014-01-15 14:22:44 -0500
APPL, 0.00, 2014-01-15 14:24:37 -0500
BVSP, 0.00, 2014-01-15 14:25:48 -0500
appl, 0.00, 2014-01-15 14:29:57 -0500
appl, 0.00, 2014-01-15 14:37:30 -0500
APPL, 0.00, 2014-01-15 14:37:48 -0500
MSFT, 36.70, 2014-01-15 14:40:09 -0500
AAPL, 558.203, 2014-01-15 14:40:18 -0500
MSFT, 36.70, 2014-01-15 14:40:31 -0500
